"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"2802316-shadow-kiss","Shadow Kiss","Vampire Academy #3","Richelle Mead (Goodreads Author)","4.35","WHAT IF FOLLOWING HER HEART MEANS ROSE COULD LOSE HER BEST FRIEND FOREVER?Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a Dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them.Rose knows it is forbidden to love another guardian. Her best friend, Lissa - the last Dragomir princess - must always come first. Unfortunately, when it comes to gorgeous Dimitri Belikov, some rules are meant to be broken...Then a strange darkness begins to grow in Rose's mind, and ghostly shadows warn of a terrible evil drawing nearer to the Academy's iron gates. The immortal undead are closing in, and they want vengeance for the lives Rose has stolen. In a heart-stopping battle to rival her worst nightmares, Rose will have to choose between life, love, and the two people who matter most... but will her choice mean that only one can survive?","English","9781595141972","['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']","['Vasilisa ""Lissa"" Dragomir', 'Dimitri Belikov', 'Christian Ozera', 'Mason Ashford', 'Adrian Ivashkov', 'Victor Dashkov', 'Mia Rinaldi', 'Janine Hathaway', 'Jillian Mastrano', 'Edison ""Eddie"" Castile', 'Rosemarie ""Rose"" Hathaway', 'Camille Conta', 'Stan Alto', 'Jesse Zeklos', 'Tatiana Ivashkov', 'Ryan Aylesworth', 'Shane Reyes', 'Brandon Lazar', 'Dean Barnes']","Paperback","","443","Razorbill","11/13/08","","['Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)']","325339","['181762', '91654', '39391', '8457', '4075']","96","['Montana (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361099049l/2802316._SY475_.jpg","105204","1170",2.76
"11735983-insurgent","Insurgent","Divergent #2","Veronica Roth (Goodreads Author)","4.02","One choice can transform you—or it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she loves—and herself—while grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.Tris's initiation day should have been marked by celebration and victory with her chosen faction; instead, the day ended with unspeakable horrors. War now looms as conflict between the factions and their ideologies grows. And in times of war, sides must be chosen, secrets will emerge, and choices will become even more irrevocable—and even more powerful. Transformed by her own decisions but also by haunting grief and guilt, radical new discoveries, and shifting relationships, Tris must fully embrace her Divergence, even if she does not know what she may lose by doing so.New York Times bestselling author Veronica Roth's much-anticipated second book of the dystopian DIVERGENT series is another intoxicating thrill ride of a story, rich with hallmark twists, heartbreaks, romance, and powerful insights about human nature.","English","9780007442911","['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']","['Albert', 'Drew Leighton (Divergent)', 'Eric (Divergent)', 'Beatrice Prior', 'Peter', 'Caleb Prior', 'Natalie Prior', 'Molly Atwood', 'Christina', 'Jeanine Matthews', 'Marcus Eaton', 'Tobias Eaton']","Hardcover","First Edition","525","HarperCollins Children's Books","05/01/12","","[""Romantic Times Reviewers' Choice Award (RT Award) for Young Adult Protagonist (2011)"", 'Goodreads Choice Award for Young Adult Fantasy and Goodreads Author (2012)']","1168021","['440118', '413069', '235259', '62509', '17066']","93","['Chicago, Illinois (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325667729l/11735983.jpg","104936","1194",""
"3412.The_Thorn_Birds","The Thorn Birds","","Colleen McCullough","4.23","Alternate Cover Edition ISBN 0380018179 (ISBN13: 9780380018178)The Thorn Birds is a robust, romantic saga of a singular family, the Clearys. It begins in the early part of this century, when Paddy Cleary moves his wife, Fiona, and their seven children to Drogheda, the vast Australian sheep station owned by his autocratic and childless older sister; and it ends more than half a century later, when the only survivor of the third generation, the brilliant actress Justine O'Neill, sets a course of life and love halfway around the world from her roots.The central figures in this enthralling story are the indomitable Meggie, the only Cleary daughter, and the one man she truly loves, the stunningly handsome and ambitious priest Ralph de Bricassart. Ralph's course moves him a long way indeed, from a remote Outback parish to the halls of the Vatican; and Meggie's except for a brief and miserable marriage elsewhere, is fixed to the Drogheda that is part of her bones - but distance does not dim their feelings though it shapes their lives.Wonderful characters people this book; strong and gentle, Paddy, hiding a private memory; dutiful Fiona, holding back love because it once betrayed her, violent, tormented Frank, and the other hardworking Cleary sons who give the boundless lands of Drogheda the energy and devotion most men save for women; Meggie; Ralph; and Meggie's children, Justine and Dane. And the land itself; stark, relentless in its demands, brilliant in its flowering, prey to gigantic cycles of drought and flood, rich when nature is bountiful, surreal like no other place on earth.(First Edition Jacket)","English","9999999999999","['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Australia', 'Historical', 'Historical Romance', 'Novels', 'Drama', 'Adult']","['Ralph de Bricassart', 'Meghann ""Meggie"" Cleary', ""Luke O'Neill"", 'Fiona ""Fee"" Cleary', 'Padraic ""Paddy"" Cleary', 'Francis ""Frank"" Cleary', ""Dane O'Neill"", ""Justine O'Neill"", 'Mary Elizabeth Cleary Carson', 'Rainer ""Rain"" Moerling Hartheim', 'Luddie Mueller', 'Anne Mueller', 'Archbishop (later Cardinal) Vittorio di Contini-Verchese', 'Bob Cleary', 'Jack Cleary', 'Hughie Cleary', 'Stuart ""Stu"" Cleary', 'James and Patrick ""Jims and Patsy"" Cleary', 'Harold ""Hal"" Cleary']","Mass Market Paperback","25th Anniversary Edition","692","Avon Books","10/28/02","04/28/77","[]","314471","['152746', '99639', '47788', '10572', '3726']","95","['Australia', 'New Zealand', 'Vatican City (Italy)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548530867l/3412._SY475_.jpg","104397","1264",""
"35545737-a-walk-to-remember","A Walk to Remember","","Nicholas Sparks (Goodreads Author)","4.18","There was a time when the world was sweeter...when the women in Beaufort, North Carolina, wore dresses, and the men donned hats...when something happened to a seventeen-year-old boy that would change his life forever. Every April, when the wind blows in from the sea and mingles with the scent of lilacs, Landon Carter remembers his last year at Beaufort High. It was 1958, and Landon had already dated a girl or two. He even swore that he had once been in love. Certainly the last person in town he thought he'd fall for was Jamie Sullivan, the daughter of the town's Baptist minister. A quiet girl who always carried a Bible with her schoolbooks, Jamie seemed content living in a world apart from the other teens. She took care of her widowed father, rescued hurt animals, and helped out at the local orphanage. No boy had ever asked her out. Landon would never have dreamed of it. Then a twist of fate made Jamie his partner for the homecoming dance, and Landon Carter's life would never be the same. Being with Jamie would show him the depths of the human heart and lead him to a decision so stunning it would send him irrevocably on the road to manhood. No other author today touches our emotions more deeply than Nicholas Sparks.Illuminating both the strength and the gossamer fragility of our deepest emotions, his two New York Times bestsellers, The Notebook and Message in a Bottle, have established him as the leading author of today's most cherished love stories. Now, in A Walk to Remember, he tells a truly unforgettable story, one that glimmers with all of his magic, holding us spellbound-and reminding us that in life each of us may find one great love, the kind that changes everything...","English","9999999999999","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Young Adult', 'Adult', 'Adult Fiction', 'Drama', 'Contemporary Romance', 'Love']","['Landon Carter', 'Jamie Sullivan']","Kindle Edition","","215","Grand Central Publishing","05/24/00","10/01/99","['Iowa High School Book Award (2004)']","673094","['322650', '200662', '109366', '27704', '12712']","94","['Beaufort, North Carolina (United States)', 'North Carolina (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498755310l/35545737._SY475_.jpg","104191","1217",""
"113946.How_the_Grinch_Stole_Christmas_","How the Grinch Stole Christmas!","","Dr. Seuss","4.36","""The Grinch hated Christmas! The whole Christmas season!Now, please don't ask why. No one quite knows the reason.""Dr. Seuss's small-hearted Grinch ranks right up there with Scrooge when it comes to the crankiest, scowling holiday grumps of all time. For 53 years, the Grinch has lived in a cave on the side of a mountain, looming above the Whos in Whoville. The noisy holiday preparations and infernal singing of the happy little citizens below annoy him to no end. The Grinch decides this frivolous merriment must stop. His ""wonderful, awful"" idea is to don a Santa outfit, strap heavy antlers on his poor, quivering dog Max, construct a makeshift sleigh, head down to Whoville, and strip the chafingly cheerful Whos of their Yuletide glee once and for all.Looking quite out of place and very disturbing in his makeshift Santa get-up, the Grinch slithers down chimneys with empty bags and stealing the Whos' presents, their food, even the logs from their humble Who-fires. He takes the ramshackle sleigh to Mt. Crumpit to dump it and waits to hear the sobs of the Whos when they wake up and discover the trappings of Christmas have disappeared. Imagine the Whos' dismay when they discover the evil-doings of Grinch in his anti-Santa guise. But what is that sound? It's not sobbing, but singing! Children simultaneously adore and fear this triumphant, twisted Seussian testimonial to the undaunted cheerfulness of the Whos, the transcendent nature of joy, and of course, the growth potential of a heart that's two sizes too small. This holiday classic is perfect for reading aloud to your favorite little Whos.","English","9780007173044","['Childrens', 'Picture Books', 'Christmas', 'Classics', 'Fiction', 'Poetry', 'Holiday', 'Fantasy', 'Humor', 'Kids']","['Max Cannon', 'Cindy Lou Who', 'Grinch']","Hardcover","","64","Harper Collins Children's Books","10/04/04","10/12/57","[]","330214","['196470', '77848', '40129', '10035', '5732']","95","['Who-ville, Mount Crumpit']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327958149l/113946.jpg","98302","1267",""
"13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy","The Ultimate Hitchhiker's Guide to the Galaxy","The Hitchhiker's Guide to the Galaxy #0.5-5","Douglas Adams","4.36","At last in paperback in one complete volume, here are the five novels from Douglas Adams's Hitchhiker series. ""The Hitchhiker's Guide to the Galaxy""Seconds before the Earth is demolished for a galactic freeway, Arthur Dent is saved by Ford Prefect, a researcher for the revised Guide. Together they stick out their thumbs to the stars and begin a wild journey through time and space.""The Restaurant at the End of the Universe""Facing annihilation at the hands of warmongers is a curious time to crave tea. It could only happen to the cosmically displaced Arthur Dent and his comrades as they hurtle across the galaxy in a desperate search for a place to eat.""Life, the Universe and Everything""The unhappy inhabitants of planet Krikkit are sick of looking at the night sky- so they plan to destroy it. The universe, that is. Now only five individuals can avert Armageddon: mild-mannered Arthur Dent and his stalwart crew.""So Long, and Thanks for All the Fish""Back on Earth, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription conspires to thrust him back to reality. So to speak.""Mostly Harmless""Just when Arthur Dent makes the terrible mistake of starting to enjoy life, all hell breaks loose. Can he save the Earth from total obliteration? Can he save the Guide from a hostile alien takeover? Can he save his daughter from herself?Also includes the short story ""Young Zaphod Plays It Safe"".","English","9780345453747","['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Comedy', 'Science Fiction Fantasy', 'Adventure', 'Novels', 'British Literature']","['Zaphod Beeblebrox', 'Arthur Dent', 'Ford Prefect', 'Trillian', 'Marvin, the paranoid android']","Paperback","","815","Del Rey Books","04/28/02","01/17/96","[]","287030","['163826', '79060', '31578', '8422', '4144']","96","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404613595l/13.jpg","97867","1151",2.76
"6867.Atonement","Atonement","","Ian McEwan","3.91","Ian McEwan’s symphonic novel of love and war, childhood and class, guilt and forgiveness provides all the satisfaction of a brilliant narrative and the provocation we have come to expect from this master of English prose.On a hot summer day in 1935, thirteen-year-old Briony Tallis witnesses the flirtation between her older sister, Cecilia, and Robbie Turner, the son of a servant. But Briony’s incomplete grasp of adult motives and her precocious imagination bring about a crime that will change all their lives, a crime whose repercussions Atonement follows through the chaos and carnage of World War II and into the close of the twentieth century.","English","9780385721790","['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Historical', 'War', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels']","['Briony Tallis', 'Emily Tallis', 'Cecilia Tallis', 'Leon Tallis', 'Lola Quincey', 'Jackson Quincey', 'Pierrot Quincey', 'Paul Marshall', 'Robbie Turner']","Paperback","First Anchor Books Edition","351","Anchor Books","03/28/03","10/28/01","['Booker Prize Nominee (2001)', 'James Tait Black Memorial Prize Nominee for Fiction (2001)', 'Whitbread Award Nominee for Novel (2001)', 'WH Smith Literary Award (2002)', 'Los Angeles Times Book Prize for Fiction (2002)', 'Exclusive Books Boeke Prize (2002)', 'National Book Critics Circle Award for Fiction (2002)', ""Commonwealth Writers' Prize for Best Book in South Asia and Europe (2002)"", 'Deutscher Bücherpreis for Internationale Belletristik (2003)', 'Premi Llibreter de narrativa Nominee (2003)', 'International Dublin Literary Award Nominee (2003)']","439357","['146225', '161438', '89909', '28884', '12901']","90","['England', 'France', 'London, England', 'United Kingdom']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320449708l/6867.jpg","97241","1163",2.86
"92303.The_Importance_of_Being_Earnest","The Importance of Being Earnest","","Oscar Wilde","4.18","Oscar Wilde's madcap farce about mistaken identities, secret engagements, and lovers entanglements still delights readers more than a century after its 1895 publication and premiere performance. The rapid-fire wit and eccentric characters of The Importance of Being Earnest have made it a mainstay of the high school curriculum for decades.Cecily Cardew and Gwendolen Fairfax are both in love with the same mythical suitor. Jack Worthing has wooed Gwendolen as Ernest while Algernon has also posed as Ernest to win the heart of Jack's ward, Cecily. When all four arrive at Jack's country home on the same weekend the ""rivals"" to fight for Ernest's undivided attention and the ""Ernests"" to claim their beloveds pandemonium breaks loose. Only a senile nursemaid and an old, discarded hand-bag can save the day!This Prestwick House Literary Touchstone Edition includes a glossary and reader's notes to help the modern reader appreciate Wilde's wry wit and elaborate plot twists.","English","9781580495806","['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', 'School', 'Comedy', 'Theatre', 'Romance']","['Lane', 'John Worthing', 'Algernon Montcrieff', 'Cecily Cardew', 'Gwendolen Fairfax', 'Miss Prism', 'Rev. Canon Chasuble', 'Merriman', 'Lady Bracknell']","Paperback","","76","Prestwick House","10/28/05","02/14/95","[]","302123","['130688', '109977', '48832', '9581', '3045']","96","['London, England', 'Woolton, Hertfordshire, England (United Kingdom)', 'England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298438452l/92303.jpg","97145","1208",5.26
"19501.Eat_Pray_Love","Eat, Pray, Love","","Elizabeth Gilbert (Goodreads Author)","3.57","A celebrated writer's irresistible, candid, and eloquent account of her pursuit of worldly pleasure, spiritual devotion, and what she really wanted out of life. Around the time Elizabeth Gilbert turned thirty, she went through an early-onslaught midlife crisis. She had everything an educated, ambitious American woman was supposed to want—a husband, a house, a successful career. But instead of feeling happy and fulfilled, she was consumed with panic, grief, and confusion. She went through a divorce, a crushing depression, another failed love, and the eradication of everything she ever thought she was supposed to be. To recover from all this, Gilbert took a radical step. In order to give herself the time and space to find out who she really was and what she really wanted, she got rid of her belongings, quit her job, and undertook a yearlong journey around the world—all alone. Eat, Pray, Love is the absorbing chronicle of that year. Her aim was to visit three places where she could examine one aspect of her own nature set against the backdrop of a culture that has traditionally done that one thing very well. In Rome, she studied the art of pleasure, learning to speak Italian and gaining the twenty-three happiest pounds of her life. India was for the art of devotion, and with the help of a native guru and a surprisingly wise cowboy from Texas, she embarked on four uninterrupted months of spiritual exploration. In Bali, she studied the art of balance between worldly enjoyment and divine transcendence. She became the pupil of an elderly medicine man and also fell in love the best way—unexpectedly. An intensely articulate and moving memoir of self-discovery, Eat, Pray, Love is about what can happen when you claim responsibility for your own contentment and stop trying to live in imitation of society’s ideals. It is certain to touch anyone who has ever woken up to the unrelenting need for change.","English","9780143038412","['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Chick Lit', 'Romance', 'Spirituality', 'Contemporary', 'Biography Memoir', 'Autobiography']","['Liz Gilbert', 'Felipe', 'Richard from Texas', 'Wayan']","Paperback","","368","Riverhead Books","02/01/07","02/16/06","['Puddly Award for Nonfiction (2008)']","1474731","['411702', '410861', '368837', '170758', '112573']","81","['Italy', 'India', 'Bali (Indonesia)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503066414l/19501.jpg","97131","1123",2.86
"37415.Their_Eyes_Were_Watching_God","Their Eyes Were Watching God","","Zora Neale Hurston","3.94","Fair and long-legged, independent and articulate, Janie Crawford sets out to be her own person -- no mean feat for a black woman in the '30s. Janie's quest for identity takes her through three marriages and into a journey back to her roots.","English","9780061120060","['Classics', 'Fiction', 'Historical Fiction', 'School', 'African American', 'Literature', 'Novels', 'Feminism', 'Read For School', 'High School']","['Eleanor', 'Sam Watson', 'Shelby', 'Janie Starks', 'Pheoby Watson', 'Nanny', 'Leafy', 'Johnny Taylor', 'Logan Killicks', 'Jody Starks', 'Tea Cake', 'Pearl Stone', 'Mrs. Sumpkins', 'Lulu Moss', ""Mis' Washburn"", 'Mr. Washburn', 'Miss Nellie', 'Mayrella']","Paperback","","219","Amistad","05/30/06","10/28/37","['Audie Award for Solo Narration - Female (2001)']","265556","['91714', '94937', '55752', '16595', '6558']","91","['Florida (United States)', 'Everglades, Florida (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368072803l/37415.jpg","96044","1110",14.2
